...1,list_ID,common_name,scientific_name,date,time,count,duration,location,latitude,longitude,count_tot,month,year
2681,S66376442,Scissor-tailed Flycatcher,Tyrannus forficatus,2020-03-29,13:51:00,2,30,US-OK,36.1431728,-96.2771857,59,3,2020
2683,S87540807,Black-capped Vireo,Vireo atricapilla,2021-05-08,08:50:00,2,185,US-OK,34.7124907,-98.6413512,30,5,2021
2690,S67472318,White-eyed Vireo,Vireo griseus,2020-04-18,17:42:00,1,22,US-OK,35.5411319,-95.9264485,35,4,2020
2691,S56506454,White-eyed Vireo,Vireo griseus,2019-05-19,15:59:00,3,66,US-OK,36.2081998,-96.0600758,47,5,2019
2692,S69480437,White-eyed Vireo,Vireo griseus,2020-05-14,09:21:00,1,219,US-OK,36.2081998,-96.0600758,97,5,2020
2705,S88201182,White-eyed Vireo,Vireo griseus,2021-05-15,13:20:00,1,72,US-OK,36.2222811,-95.9239566,33,5,2021
2706,S106694384,White-eyed Vireo,Vireo griseus,2022-04-10,09:00:00,1,44,US-OK,36.1499519,-96.2529969,79,4,2022
2707,S68330982,White-eyed Vireo,Vireo griseus,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
2708,S107971136,White-eyed Vireo,Vireo griseus,2022-04-10,10:25:00,2,46,US-OK,36.1389808,-96.2487557,13,4,2022
2709,S74373636,White-eyed Vireo,Vireo griseus,2020-10-03,12:08:00,3,216,US-OK,35.894126,-95.7987213,42,10,2020
2712,S56506454,Bell's Vireo,Vireo bellii,2019-05-19,15:59:00,1,66,US-OK,36.2081998,-96.0600758,47,5,2019
2713,S69480437,Bell's Vireo,Vireo bellii,2020-05-14,09:21:00,4,219,US-OK,36.2081998,-96.0600758,97,5,2020
2714,S90831933,Bell's Vireo,Vireo bellii,2021-06-26,14:26:00,2,71,US-OK,36.2081998,-96.0600758,48,6,2021
2715,S68032156,Bell's Vireo,Vireo bellii,2020-04-29,10:01:00,1,38,US-OK,36.1433479,-95.9096313,43,4,2020
2716,S68032703,Bell's Vireo,Vireo bellii,2020-04-29,10:01:00,1,40,US-OK,36.1444029,-95.9092834,44,4,2020
2717,S69480260,Bell's Vireo,Vireo bellii,2020-05-10,14:22:00,2,89,US-OK,36.9709679,-95.9504402,66,5,2020
2722,S56762852,Yellow-throated Vireo,Vireo flavifrons,2019-05-25,11:55:00,1,116,US-OK,36.182195,-96.2300591,29,5,2019
2726,S107971136,Yellow-throated Vireo,Vireo flavifrons,2022-04-10,10:25:00,1,46,US-OK,36.1389808,-96.2487557,13,4,2022
2741,S67802026,Warbling Vireo,Vireo gilvus,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
2745,S56506454,Warbling Vireo,Vireo gilvus,2019-05-19,15:59:00,1,66,US-OK,36.2081998,-96.0600758,47,5,2019
2784,S68100906,Warbling Vireo,Vireo gilvus,2020-04-30,09:33:00,1,39,US-OK,36.1501278,-95.8943009,59,4,2020
2785,S68187140,Warbling Vireo,Vireo gilvus,2020-05-01,10:02:00,1,47,US-OK,36.1501278,-95.8943009,33,5,2020
2786,S68330982,Warbling Vireo,Vireo gilvus,2020-05-03,10:37:00,2,154,US-OK,36.2213571,-95.9341192,140,5,2020
2790,S87540807,Red-eyed Vireo,Vireo olivaceus,2021-05-08,08:50:00,1,185,US-OK,34.7124907,-98.6413512,30,5,2021
2794,S56762852,Red-eyed Vireo,Vireo olivaceus,2019-05-25,11:55:00,1,116,US-OK,36.182195,-96.2300591,29,5,2019
2795,S69480437,Red-eyed Vireo,Vireo olivaceus,2020-05-14,09:21:00,1,219,US-OK,36.2081998,-96.0600758,97,5,2020
2799,S55479893,Red-eyed Vireo,Vireo olivaceus,2019-04-27,12:53:00,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
2821,S88192658,Red-eyed Vireo,Vireo olivaceus,2021-05-15,12:31:00,1,46,US-OK,36.2222811,-95.9239566,37,5,2021
2822,S107971136,Red-eyed Vireo,Vireo olivaceus,2022-04-10,10:25:00,1,46,US-OK,36.1389808,-96.2487557,13,4,2022
2824,S111728537,Loggerhead Shrike,Lanius ludovicianus,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
2830,S79023070,Loggerhead Shrike,Lanius ludovicianus,2021-01-04,13:24:00,4,273,US-OK,36.8630914,-96.5667034,69,1,2021
2831,S55212997,Loggerhead Shrike,Lanius ludovicianus,2019-04-21,07:46:00,1,52,US-OK,36.9177299,-96.6173317,88,4,2019
2833,S64885077,Loggerhead Shrike,Lanius ludovicianus,2020-02-22,14:52:00,1,56,US-OK,35.813121,-95.405804,658,2,2020
2843,S67802002,Blue Jay,Cyanocitta cristata,2020-04-25,14:13:00,1,97,US-OK,36.7968283,-98.1921574,75,4,2020
2844,S67802026,Blue Jay,Cyanocitta cristata,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
2860,S67472318,Blue Jay,Cyanocitta cristata,2020-04-18,17:42:00,3,22,US-OK,35.5411319,-95.9264485,35,4,2020
2861,S79023070,Blue Jay,Cyanocitta cristata,2021-01-04,13:24:00,1,273,US-OK,36.8630914,-96.5667034,69,1,2021
2862,S80524373,Blue Jay,Cyanocitta cristata,2021-02-06,10:33:00,2,93,US-OK,36.2081998,-96.0600758,58,2,2021
2865,S54425143,Blue Jay,Cyanocitta cristata,2019-03-31,13:38:00,1,120,US-OK,36.2179826,-95.7992634,71,3,2019
2978,S65338838,Blue Jay,Cyanocitta cristata,2020-03-01,16:23:00,3,38,US-OK,36.152075,-95.9778614,49,3,2020
2979,S65566629,Blue Jay,Cyanocitta cristata,2020-03-08,10:28:00,4,24,US-OK,36.152075,-95.9778614,35,3,2020
2980,S65902721,Blue Jay,Cyanocitta cristata,2020-03-17,11:41:00,1,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
2981,S67289842,Blue Jay,Cyanocitta cristata,2020-04-15,18:54:00,3,48,US-OK,36.1441138,-95.9327686,43,4,2020
2982,S81668053,Blue Jay,Cyanocitta cristata,2021-02-15,15:30:00,2,15,US-OK,36.1441138,-95.9327686,79,2,2021
2983,S67472609,Blue Jay,Cyanocitta cristata,2020-04-04,18:22:00,2,42,US-OK,36.1436101,-95.9338497,387,4,2020
2984,S66184821,Blue Jay,Cyanocitta cristata,2020-03-24,18:09:00,8,58,US-OK,36.1431952,-95.9334761,3154,3,2020
2985,S66295846,Blue Jay,Cyanocitta cristata,2020-03-27,18:53:00,1,8,US-OK,36.1431952,-95.9334761,887,3,2020
2986,S66797781,Blue Jay,Cyanocitta cristata,2020-04-07,18:37:00,2,32,US-OK,36.1431952,-95.9334761,30,4,2020
2987,S66844842,Blue Jay,Cyanocitta cristata,2020-04-08,19:37:00,3,34,US-OK,36.1431952,-95.9334761,176,4,2020
2988,S68524485,Blue Jay,Cyanocitta cristata,2020-05-06,19:38:00,1,54,US-OK,36.1431952,-95.9334761,27,5,2020
2989,S107970844,Blue Jay,Cyanocitta cristata,2022-04-24,17:14:00,4,77,US-OK,36.1255459,-95.9823976,105,4,2022
2990,S67357157,Blue Jay,Cyanocitta cristata,2020-04-17,11:15:00,1,19,US-OK,36.1444029,-95.9092834,63,4,2020
2991,S68100906,Blue Jay,Cyanocitta cristata,2020-04-30,09:33:00,2,39,US-OK,36.1501278,-95.8943009,59,4,2020
2992,S68187140,Blue Jay,Cyanocitta cristata,2020-05-01,10:02:00,1,47,US-OK,36.1501278,-95.8943009,33,5,2020
2993,S66369682,Blue Jay,Cyanocitta cristata,2020-03-29,09:31:00,1,189,US-OK,36.1497985,-96.2401081,219,3,2020
2994,S80948582,Blue Jay,Cyanocitta cristata,2021-02-12,11:00:00,2,80,US-OK,36.1441933,-95.933674,205,2,2021
2995,S81561574,Blue Jay,Cyanocitta cristata,2021-02-15,07:30:00,4,60,US-OK,36.1441933,-95.933674,38,2,2021
2996,S79022904,Blue Jay,Cyanocitta cristata,2021-01-10,11:02:00,1,93,US-OK,36.1499519,-96.2529969,107,1,2021
2997,S99973704,Blue Jay,Cyanocitta cristata,2022-01-02,16:08:00,2,25,US-OK,36.215678,-95.933325,582,1,2022
2998,S68330982,Blue Jay,Cyanocitta cristata,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
2999,S76720355,Blue Jay,Cyanocitta cristata,2020-11-26,12:40:00,1,61,US-OK,36.1043853,-95.9839742,112,11,2020
3000,S101303345,Blue Jay,Cyanocitta cristata,2022-01-23,13:31:00,2,91,US-OK,36.1043853,-95.9839742,113,1,2022
3001,S56470322,Blue Jay,Cyanocitta cristata,2019-05-18,19:16:00,2,59,US-OK,36.1301108,-95.9731293,47,5,2019
3002,S64885077,Blue Jay,Cyanocitta cristata,2020-02-22,14:52:00,2,56,US-OK,35.813121,-95.405804,658,2,2020
3003,S64885104,Blue Jay,Cyanocitta cristata,2020-02-22,09:33:00,1,45,US-OK,35.872406,-95.401213,153,2,2020
3004,S64885098,Blue Jay,Cyanocitta cristata,2020-02-22,10:39:00,4,24,US-OK,35.9322711,-95.2811987,89,2,2020
3005,S64885085,Blue Jay,Cyanocitta cristata,2020-02-22,11:32:00,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
3011,S111728537,Black-billed Magpie,Pica hudsonia,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
3024,S67802026,American Crow,Corvus brachyrhynchos,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
3029,S87540889,American Crow,Corvus brachyrhynchos,2021-05-08,12:55:00,1,22,US-OK,34.7112086,-98.6755943,41,5,2021
3030,S87540807,American Crow,Corvus brachyrhynchos,2021-05-08,08:50:00,1,185,US-OK,34.7124907,-98.6413512,30,5,2021
3031,S85318603,American Crow,Corvus brachyrhynchos,2021-04-11,09:50:00,1,74,US-OK,35.9559819,-96.3171265,42,4,2021
3032,S89280846,American Crow,Corvus brachyrhynchos,2021-05-30,11:39:00,1,16,US-OK,35.6010995,-99.2265675,12,5,2021
3039,S100948655,American Crow,Corvus brachyrhynchos,2022-01-17,11:31:00,3,223,US-OK,35.6222331,-95.1711273,69,1,2022
3041,S67472318,American Crow,Corvus brachyrhynchos,2020-04-18,17:42:00,2,22,US-OK,35.5411319,-95.9264485,35,4,2020
3042,S79023070,American Crow,Corvus brachyrhynchos,2021-01-04,13:24:00,20,273,US-OK,36.8630914,-96.5667034,69,1,2021
3043,S67108197,American Crow,Corvus brachyrhynchos,2020-04-11,14:38:00,1,32,US-OK,36.8461038,-96.429829,13,4,2020
3044,S54002257,American Crow,Corvus brachyrhynchos,2019-03-17,15:30:00,2,90,US-OK,36.2081998,-96.0600758,12,3,2019
3045,S54632771,American Crow,Corvus brachyrhynchos,2019-04-06,11:20:00,1,122,US-OK,36.2081998,-96.0600758,40,4,2019
3046,S56506454,American Crow,Corvus brachyrhynchos,2019-05-19,15:59:00,2,66,US-OK,36.2081998,-96.0600758,47,5,2019
3047,S90831933,American Crow,Corvus brachyrhynchos,2021-06-26,14:26:00,1,71,US-OK,36.2081998,-96.0600758,48,6,2021
3048,S103266888,American Crow,Corvus brachyrhynchos,2022-02-20,14:05:00,1,65,US-OK,36.2081998,-96.0600758,29,2,2022
3052,S54425143,American Crow,Corvus brachyrhynchos,2019-03-31,13:38:00,1,120,US-OK,36.2179826,-95.7992634,71,3,2019
3053,S55479893,American Crow,Corvus brachyrhynchos,2019-04-27,12:53:00,4,78,US-OK,36.2179826,-95.7992634,35,4,2019
3091,S65338838,American Crow,Corvus brachyrhynchos,2020-03-01,16:23:00,2,38,US-OK,36.152075,-95.9778614,49,3,2020
3092,S66184821,American Crow,Corvus brachyrhynchos,2020-03-24,18:09:00,1,58,US-OK,36.1431952,-95.9334761,3154,3,2020
3093,S84766529,American Crow,Corvus brachyrhynchos,2021-04-04,11:17:00,1,32,US-OK,36.1433479,-95.9096313,37,4,2021
3094,S67357157,American Crow,Corvus brachyrhynchos,2020-04-17,11:15:00,2,19,US-OK,36.1444029,-95.9092834,63,4,2020
3095,S68100906,American Crow,Corvus brachyrhynchos,2020-04-30,09:33:00,2,39,US-OK,36.1501278,-95.8943009,59,4,2020
3096,S68187140,American Crow,Corvus brachyrhynchos,2020-05-01,10:02:00,1,47,US-OK,36.1501278,-95.8943009,33,5,2020
3097,S66369682,American Crow,Corvus brachyrhynchos,2020-03-29,09:31:00,2,189,US-OK,36.1497985,-96.2401081,219,3,2020
3098,S79022904,American Crow,Corvus brachyrhynchos,2021-01-10,11:02:00,3,93,US-OK,36.1499519,-96.2529969,107,1,2021
3099,S106694384,American Crow,Corvus brachyrhynchos,2022-04-10,09:00:00,3,44,US-OK,36.1499519,-96.2529969,79,4,2022
3100,S68330982,American Crow,Corvus brachyrhynchos,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
3101,S64885077,American Crow,Corvus brachyrhynchos,2020-02-22,14:52:00,3,56,US-OK,35.813121,-95.405804,658,2,2020
3102,S74373636,American Crow,Corvus brachyrhynchos,2020-10-03,12:08:00,2,216,US-OK,35.894126,-95.7987213,42,10,2020
3103,S64885098,American Crow,Corvus brachyrhynchos,2020-02-22,10:39:00,4,24,US-OK,35.9322711,-95.2811987,89,2,2020
3104,S64885085,American Crow,Corvus brachyrhynchos,2020-02-22,11:32:00,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
3105,S69480260,American Crow,Corvus brachyrhynchos,2020-05-10,14:22:00,1,89,US-OK,36.9709679,-95.9504402,66,5,2020
3107,S85318603,Fish Crow,Corvus ossifragus,2021-04-11,09:50:00,3,74,US-OK,35.9559819,-96.3171265,42,4,2021
3109,S54425143,Fish Crow,Corvus ossifragus,2019-03-31,13:38:00,2,120,US-OK,36.2179826,-95.7992634,71,3,2019
3114,S107970844,Fish Crow,Corvus ossifragus,2022-04-24,17:14:00,1,77,US-OK,36.1255459,-95.9823976,105,4,2022
3115,S109319353,Fish Crow,Corvus ossifragus,2022-05-08,09:23:00,6,17,US-OK,36.2349276,-95.9115887,56,5,2022
3116,S107971136,Fish Crow,Corvus ossifragus,2022-04-10,10:25:00,1,46,US-OK,36.1389808,-96.2487557,13,4,2022
3118,S111728537,Common Raven,Corvus corax,2022-05-30,08:08:00,2,302,US-OK,36.850766,-102.8821564,100,5,2022
3129,S67802002,Carolina Chickadee,Poecile carolinensis,2020-04-25,14:13:00,2,97,US-OK,36.7968283,-98.1921574,75,4,2020
3130,S67802026,Carolina Chickadee,Poecile carolinensis,2020-04-25,11:48:00,2,140,US-OK,36.783717,-98.18573,64,4,2020
3131,S85318603,Carolina Chickadee,Poecile carolinensis,2021-04-11,09:50:00,1,74,US-OK,35.9559819,-96.3171265,42,4,2021
3132,S89272478,Carolina Chickadee,Poecile carolinensis,2021-05-30,09:38:00,6,43,US-OK,35.6367053,-99.2834151,316,5,2021
3139,S100948655,Carolina Chickadee,Poecile carolinensis,2022-01-17,11:31:00,8,223,US-OK,35.6222331,-95.1711273,69,1,2022
3140,S67472318,Carolina Chickadee,Poecile carolinensis,2020-04-18,17:42:00,2,22,US-OK,35.5411319,-95.9264485,35,4,2020
3141,S67472235,Carolina Chickadee,Poecile carolinensis,2020-04-18,16:29:00,2,21,US-OK,35.5005612,-95.9265259,35,4,2020
3142,S56762852,Carolina Chickadee,Poecile carolinensis,2019-05-25,11:55:00,3,116,US-OK,36.182195,-96.2300591,29,5,2019
3143,S54002257,Carolina Chickadee,Poecile carolinensis,2019-03-17,15:30:00,4,90,US-OK,36.2081998,-96.0600758,12,3,2019
3144,S69480437,Carolina Chickadee,Poecile carolinensis,2020-05-14,09:21:00,2,219,US-OK,36.2081998,-96.0600758,97,5,2020
3145,S77745729,Carolina Chickadee,Poecile carolinensis,2020-12-20,11:59:00,2,72,US-OK,36.2081998,-96.0600758,57,12,2020
3146,S80524373,Carolina Chickadee,Poecile carolinensis,2021-02-06,10:33:00,1,93,US-OK,36.2081998,-96.0600758,58,2,2021
3147,S90831933,Carolina Chickadee,Poecile carolinensis,2021-06-26,14:26:00,2,71,US-OK,36.2081998,-96.0600758,48,6,2021
3148,S54425143,Carolina Chickadee,Poecile carolinensis,2019-03-31,13:38:00,2,120,US-OK,36.2179826,-95.7992634,71,3,2019
3149,S55479893,Carolina Chickadee,Poecile carolinensis,2019-04-27,12:53:00,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
3213,S65902721,Carolina Chickadee,Poecile carolinensis,2020-03-17,11:41:00,1,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
3214,S66844842,Carolina Chickadee,Poecile carolinensis,2020-04-08,19:37:00,1,34,US-OK,36.1431952,-95.9334761,176,4,2020
3215,S107970844,Carolina Chickadee,Poecile carolinensis,2022-04-24,17:14:00,2,77,US-OK,36.1255459,-95.9823976,105,4,2022
3216,S88192658,Carolina Chickadee,Poecile carolinensis,2021-05-15,12:31:00,1,46,US-OK,36.2222811,-95.9239566,37,5,2021
3217,S66369682,Carolina Chickadee,Poecile carolinensis,2020-03-29,09:31:00,2,189,US-OK,36.1497985,-96.2401081,219,3,2020
3218,S79022904,Carolina Chickadee,Poecile carolinensis,2021-01-10,11:02:00,5,93,US-OK,36.1499519,-96.2529969,107,1,2021
3219,S106694384,Carolina Chickadee,Poecile carolinensis,2022-04-10,09:00:00,5,44,US-OK,36.1499519,-96.2529969,79,4,2022
3220,S68330982,Carolina Chickadee,Poecile carolinensis,2020-05-03,10:37:00,2,154,US-OK,36.2213571,-95.9341192,140,5,2020
3221,S54964350,Carolina Chickadee,Poecile carolinensis,2019-04-14,17:06:00,2,99,US-OK,36.2235555,-95.9005058,62,4,2019
3222,S107971136,Carolina Chickadee,Poecile carolinensis,2022-04-10,10:25:00,3,46,US-OK,36.1389808,-96.2487557,13,4,2022
3223,S101303345,Carolina Chickadee,Poecile carolinensis,2022-01-23,13:31:00,5,91,US-OK,36.1043853,-95.9839742,113,1,2022
3224,S64885077,Carolina Chickadee,Poecile carolinensis,2020-02-22,14:52:00,5,56,US-OK,35.813121,-95.405804,658,2,2020
3225,S74373636,Carolina Chickadee,Poecile carolinensis,2020-10-03,12:08:00,2,216,US-OK,35.894126,-95.7987213,42,10,2020
3226,S64885098,Carolina Chickadee,Poecile carolinensis,2020-02-22,10:39:00,2,24,US-OK,35.9322711,-95.2811987,89,2,2020
3227,S64885085,Carolina Chickadee,Poecile carolinensis,2020-02-22,11:32:00,5,113,US-OK,35.9322711,-95.2811987,331,2,2020
3228,S69480260,Carolina Chickadee,Poecile carolinensis,2020-05-10,14:22:00,2,89,US-OK,36.9709679,-95.9504402,66,5,2020
3248,S67802002,Tufted Titmouse,Baeolophus bicolor,2020-04-25,14:13:00,1,97,US-OK,36.7968283,-98.1921574,75,4,2020
3251,S66184860,Tufted Titmouse,Baeolophus bicolor,2020-03-21,16:36:00,1,37,US-OK,36.0351169,-94.8112393,28,3,2020
3254,S87540889,Tufted Titmouse,Baeolophus bicolor,2021-05-08,12:55:00,2,22,US-OK,34.7112086,-98.6755943,41,5,2021
3255,S85318603,Tufted Titmouse,Baeolophus bicolor,2021-04-11,09:50:00,6,74,US-OK,35.9559819,-96.3171265,42,4,2021
3263,S100948655,Tufted Titmouse,Baeolophus bicolor,2022-01-17,11:31:00,2,223,US-OK,35.6222331,-95.1711273,69,1,2022
3264,S67472318,Tufted Titmouse,Baeolophus bicolor,2020-04-18,17:42:00,2,22,US-OK,35.5411319,-95.9264485,35,4,2020
3265,S67472235,Tufted Titmouse,Baeolophus bicolor,2020-04-18,16:29:00,4,21,US-OK,35.5005612,-95.9265259,35,4,2020
3266,S56762852,Tufted Titmouse,Baeolophus bicolor,2019-05-25,11:55:00,8,116,US-OK,36.182195,-96.2300591,29,5,2019
3267,S67108197,Tufted Titmouse,Baeolophus bicolor,2020-04-11,14:38:00,2,32,US-OK,36.8461038,-96.429829,13,4,2020
3270,S54425143,Tufted Titmouse,Baeolophus bicolor,2019-03-31,13:38:00,7,120,US-OK,36.2179826,-95.7992634,71,3,2019
3271,S55479893,Tufted Titmouse,Baeolophus bicolor,2019-04-27,12:53:00,4,78,US-OK,36.2179826,-95.7992634,35,4,2019
3329,S88192658,Tufted Titmouse,Baeolophus bicolor,2021-05-15,12:31:00,2,46,US-OK,36.2222811,-95.9239566,37,5,2021
3330,S66369682,Tufted Titmouse,Baeolophus bicolor,2020-03-29,09:31:00,2,189,US-OK,36.1497985,-96.2401081,219,3,2020
3331,S106694384,Tufted Titmouse,Baeolophus bicolor,2022-04-10,09:00:00,1,44,US-OK,36.1499519,-96.2529969,79,4,2022
3332,S54964350,Tufted Titmouse,Baeolophus bicolor,2019-04-14,17:06:00,4,99,US-OK,36.2235555,-95.9005058,62,4,2019
3333,S106718425,Tufted Titmouse,Baeolophus bicolor,2022-04-10,11:33:00,3,102,US-OK,36.1385187,-96.2190977,21,4,2022
3334,S64885077,Tufted Titmouse,Baeolophus bicolor,2020-02-22,14:52:00,2,56,US-OK,35.813121,-95.405804,658,2,2020
3335,S64885098,Tufted Titmouse,Baeolophus bicolor,2020-02-22,10:39:00,1,24,US-OK,35.9322711,-95.2811987,89,2,2020
3336,S64885085,Tufted Titmouse,Baeolophus bicolor,2020-02-22,11:32:00,4,113,US-OK,35.9322711,-95.2811987,331,2,2020
3340,S67804222,Horned Lark,Eremophila alpestris,2020-04-25,16:17:00,4,8,US-OK,36.7858291,-98.3074058,18,4,2020
3346,S64885077,Horned Lark,Eremophila alpestris,2020-02-22,14:52:00,2,56,US-OK,35.813121,-95.405804,658,2,2020
3347,S82037948,Horned Lark,Eremophila alpestris,2021-02-20,17:15:00,3,4,US-OK,35.9664503,-95.4937384,696,2,2021
3349,S111728537,Northern Rough-winged Swallow,Stelgidopteryx serripennis,2022-05-30,08:08:00,2,302,US-OK,36.850766,-102.8821564,100,5,2022
3353,S85336951,Northern Rough-winged Swallow,Stelgidopteryx serripennis,2021-04-11,12:28:00,1,100,US-OK,35.9549428,-96.7256498,69,4,2021
3367,S66369682,Northern Rough-winged Swallow,Stelgidopteryx serripennis,2020-03-29,09:31:00,2,189,US-OK,36.1497985,-96.2401081,219,3,2020
3368,S106694384,Northern Rough-winged Swallow,Stelgidopteryx serripennis,2022-04-10,09:00:00,3,44,US-OK,36.1499519,-96.2529969,79,4,2022
3444,S67802026,Barn Swallow,Hirundo rustica,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
3447,S55212997,Barn Swallow,Hirundo rustica,2019-04-21,07:46:00,3,52,US-OK,36.9177299,-96.6173317,88,4,2019
3448,S54632771,Barn Swallow,Hirundo rustica,2019-04-06,11:20:00,5,122,US-OK,36.2081998,-96.0600758,40,4,2019
3449,S56506454,Barn Swallow,Hirundo rustica,2019-05-19,15:59:00,14,66,US-OK,36.2081998,-96.0600758,47,5,2019
3450,S69480437,Barn Swallow,Hirundo rustica,2020-05-14,09:21:00,4,219,US-OK,36.2081998,-96.0600758,97,5,2020
3451,S90831933,Barn Swallow,Hirundo rustica,2021-06-26,14:26:00,10,71,US-OK,36.2081998,-96.0600758,48,6,2021
3496,S68032156,Barn Swallow,Hirundo rustica,2020-04-29,10:01:00,18,38,US-OK,36.1433479,-95.9096313,43,4,2020
3497,S84766529,Barn Swallow,Hirundo rustica,2021-04-04,11:17:00,20,32,US-OK,36.1433479,-95.9096313,37,4,2021
3498,S109319353,Barn Swallow,Hirundo rustica,2022-05-08,09:23:00,1,17,US-OK,36.2349276,-95.9115887,56,5,2022
3499,S67357157,Barn Swallow,Hirundo rustica,2020-04-17,11:15:00,1,19,US-OK,36.1444029,-95.9092834,63,4,2020
3500,S68032703,Barn Swallow,Hirundo rustica,2020-04-29,10:01:00,18,40,US-OK,36.1444029,-95.9092834,44,4,2020
3501,S68152310,Barn Swallow,Hirundo rustica,2020-04-30,19:12:00,2,13,US-OK,36.1514978,-95.9796871,33,4,2020
3502,S68100906,Barn Swallow,Hirundo rustica,2020-04-30,09:33:00,2,39,US-OK,36.1501278,-95.8943009,59,4,2020
3503,S68187140,Barn Swallow,Hirundo rustica,2020-05-01,10:02:00,2,47,US-OK,36.1501278,-95.8943009,33,5,2020
3504,S68330982,Barn Swallow,Hirundo rustica,2020-05-03,10:37:00,10,154,US-OK,36.2213571,-95.9341192,140,5,2020
3505,S66376442,Barn Swallow,Hirundo rustica,2020-03-29,13:51:00,1,30,US-OK,36.1431728,-96.2771857,59,3,2020
3507,S67805720,Cliff Swallow,Petrochelidon pyrrhonota,2020-04-25,16:39:00,25,13,US-OK,36.7523718,-98.3074256,42,4,2020
3508,S67802026,Cliff Swallow,Petrochelidon pyrrhonota,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
3509,S111728537,Cliff Swallow,Petrochelidon pyrrhonota,2022-05-30,08:08:00,6,302,US-OK,36.850766,-102.8821564,100,5,2022
3510,S89277212,Cliff Swallow,Petrochelidon pyrrhonota,2021-05-30,10:49:00,4,26,US-OK,35.6247298,-99.2497676,28,5,2021
3511,S89272478,Cliff Swallow,Petrochelidon pyrrhonota,2021-05-30,09:38:00,300,43,US-OK,35.6367053,-99.2834151,316,5,2021
3512,S67045327,Cliff Swallow,Petrochelidon pyrrhonota,2020-04-11,15:17:00,2,6,US-OK,36.8402755,-96.4558801,36,4,2020
3513,S55212997,Cliff Swallow,Petrochelidon pyrrhonota,2019-04-21,07:46:00,12,52,US-OK,36.9177299,-96.6173317,88,4,2019
3514,S56506454,Cliff Swallow,Petrochelidon pyrrhonota,2019-05-19,15:59:00,1,66,US-OK,36.2081998,-96.0600758,47,5,2019
3516,S106694384,Cliff Swallow,Petrochelidon pyrrhonota,2022-04-10,09:00:00,8,44,US-OK,36.1499519,-96.2529969,79,4,2022
3517,S68330982,Cliff Swallow,Petrochelidon pyrrhonota,2020-05-03,10:37:00,12,154,US-OK,36.2213571,-95.9341192,140,5,2020
3518,S69480260,Cliff Swallow,Petrochelidon pyrrhonota,2020-05-10,14:22:00,30,89,US-OK,36.9709679,-95.9504402,66,5,2020
3528,S100948655,Ruby-crowned Kinglet,Corthylio calendula,2022-01-17,11:31:00,4,223,US-OK,35.6222331,-95.1711273,69,1,2022
3529,S77745729,Ruby-crowned Kinglet,Corthylio calendula,2020-12-20,11:59:00,1,72,US-OK,36.2081998,-96.0600758,57,12,2020
3534,S54425143,Ruby-crowned Kinglet,Corthylio calendula,2019-03-31,13:38:00,1,120,US-OK,36.2179826,-95.7992634,71,3,2019
3563,S107970844,Ruby-crowned Kinglet,Corthylio calendula,2022-04-24,17:14:00,2,77,US-OK,36.1255459,-95.9823976,105,4,2022
3564,S66369682,Ruby-crowned Kinglet,Corthylio calendula,2020-03-29,09:31:00,1,189,US-OK,36.1497985,-96.2401081,219,3,2020
3565,S79022904,Ruby-crowned Kinglet,Corthylio calendula,2021-01-10,11:02:00,1,93,US-OK,36.1499519,-96.2529969,107,1,2021
3566,S106694384,Ruby-crowned Kinglet,Corthylio calendula,2022-04-10,09:00:00,1,44,US-OK,36.1499519,-96.2529969,79,4,2022
3567,S54964350,Ruby-crowned Kinglet,Corthylio calendula,2019-04-14,17:06:00,1,99,US-OK,36.2235555,-95.9005058,62,4,2019
3568,S51186467,Ruby-crowned Kinglet,Corthylio calendula,2019-01-01,15:57:00,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
3569,S76720355,Ruby-crowned Kinglet,Corthylio calendula,2020-11-26,12:40:00,1,61,US-OK,36.1043853,-95.9839742,112,11,2020
3570,S101303345,Ruby-crowned Kinglet,Corthylio calendula,2022-01-23,13:31:00,2,91,US-OK,36.1043853,-95.9839742,113,1,2022
3571,S64885077,Ruby-crowned Kinglet,Corthylio calendula,2020-02-22,14:52:00,1,56,US-OK,35.813121,-95.405804,658,2,2020
